ds,yhat,store,item
2018-01-21,20.31811384864435,1,4
2018-01-22,12.242703195618063,1,4
2018-01-23,15.246881191220098,1,4
2018-01-24,15.313456911992324,1,4
2018-01-25,17.29509141263032,1,4
2018-01-26,17.757757084059115,1,4
2018-01-27,19.753540379022155,1,4
2018-01-28,20.79037626851092,1,4
2018-01-29,12.805775958848436,1,4
2018-01-30,15.891124719586362,1,4
2018-01-01,10.746066502458463,1,5
2018-01-02,13.009689999356736,1,5
2018-01-03,13.350418326996298,1,5
2018-01-04,14.899553103314638,1,5
2018-01-05,15.242314273955866,1,5
2018-01-06,16.538761955336664,1,5
2018-01-07,17.62730357297468,1,5
2018-01-08,11.119538152760889,1,5
2018-01-09,13.35634046539869,1,5
2018-01-10,13.665589641685777,1,5
2018-01-11,15.17975907167219,1,5
2018-01-12,15.485261192805881,1,5
2018-01-13,16.743343880003955,1,5
2018-01-14,17.793572732526147,1,5
2018-01-15,11.248651659127898,1,5
2018-01-16,13.450484975967303,1,5
2018-01-17,13.727886108499185,1,5
2018-01-18,15.21415013070418,1,5
2018-01-19,15.49638410497222,1,5
2018-01-20,16.736392222083964,1,5
2018-01-21,17.774150245215015,1,5
2018-01-22,11.222621785187323,1,5
2018-01-23,13.423819662525474,1,5
2018-01-24,13.706517401637726,1,5
2018-01-25,15.203827960870768,1,5
2018-01-26,15.502543450790862,1,5
2018-01-27,16.764032554856986,1,5
2018-01-28,17.827729803012573,1,5
2018-01-29,11.305968815167606,1,5
2018-01-30,13.540062311536673,1,5
2018-01-01,35.762337939433564,1,6
2018-01-02,43.13805916377157,1,6
2018-01-03,43.51259449605409,1,6
2018-01-04,45.50555481677776,1,6
2018-01-05,49.823564234780115,1,6
2018-01-06,53.49538664051318,1,6
2018-01-07,56.940741965749254,1,6
2018-01-08,35.48674076482138,1,6
2018-01-09,42.820596530229075,1,6
2018-01-10,43.166938280353754,1,6
2018-01-11,45.14617416284071,1,6
2018-01-12,49.465218097829364,1,6
2018-01-13,53.152640367084565,1,6
2018-01-14,56.627521310149625,1,6
2018-01-15,35.21593516938465,1,6
2018-01-16,42.60372161619577,1,6
2018-01-17,43.013865371844844,1,6
2018-01-18,45.06493236123049,1,6
2018-01-19,49.46187201236583,1,6
2018-01-20,53.23124415896642,1,6
2018-01-21,56.79014729770737,1,6
2018-01-22,35.462772939170435,1,6
2018-01-23,42.93324145867321,1,6
2018-01-24,43.423037967185635,1,6
2018-01-25,45.549495037554195,1,6
2018-01-26,50.01663062525308,1,6
2018-01-27,53.850398734609726,1,6
2018-01-28,57.46762905943454,1,6
2018-01-29,36.19258021509422,1,6
2018-01-30,43.7097622375547,1,6
2018-01-01,33.432706670067944,1,7
2018-01-02,40.45639666434006,1,7
2018-01-03,40.57240320845305,1,7
2018-01-04,44.69424080294867,1,7
2018-01-05,47.28382742315545,1,7
2018-01-06,52.32811667293706,1,7
2018-01-07,54.637558024836224,1,7
2018-01-08,33.394405368084335,1,7
2018-01-09,40.46125579119622,1,7
2018-01-10,40.63391128255991,1,7
2018-01-11,44.82461885915819,1,7
2018-01-12,47.49351097851416,1,7
2018-01-13,52.62532289358984,1,7
2018-01-14,55.02795013002433,1,7
2018-01-15,33.88086292976681,1,7
2018-01-16,41.04375601018991,1,7
2018-01-17,41.30952265884817,1,7
2018-01-18,45.58760503326945,1,7
2018-01-19,48.33553901620415,1,7
2018-01-20,53.53576701821317,1,7
2018-01-21,55.99427897474308,1,7
2018-01-22,34.889095866423176,1,7
2018-01-23,42.07897208800773,1,7
2018-01-24,42.35640420412195,1,7
2018-01-25,46.63099706397548,1,7
2018-01-26,49.36100532884624,1,7
2018-01-27,54.53012411373536,1,7
2018-01-28,56.94608988469323,1,7
2018-01-29,35.7891073916634,1,7
2018-01-30,42.920480911959764,1,7
2018-01-01,47.52715261005998,1,8
2018-01-02,57.718871330371826,1,8
2018-01-03,57.45377483545823,1,8
2018-01-04,61.48752144161046,1,8
2018-01-05,66.67531402371927,1,8
2018-01-06,71.07978052594812,1,8
2018-01-07,75.5494113035035,1,8
2018-01-08,47.536462634030265,1,8
2018-01-09,57.614864368746204,1,8
2018-01-10,57.24768524036051,1,8
2018-01-11,61.1930765981737,1,8
2018-01-12,66.3082187504742,1,8
2018-01-13,70.65719524625442,1,8
2018-01-14,75.08943746106577,1,8
2018-01-15,47.057647792557646,1,8
2018-01-16,57.13573811907007,1,8
2018-01-17,56.78633549200309,1,8
2018-01-18,60.76677410538817,1,8
2018-01-19,65.9330958775133,1,8
2018-01-20,70.34798306628392,1,8
2018-01-21,74.8592633700499,1,8
2018-01-22,46.917893954708255,1,8
2018-01-23,57.09595930113673,1,8
2018-01-24,56.85423322969375,1,8
2018-01-25,60.94822272341155,1,8
2018-01-26,66.2322146822249,1,8
2018-01-27,70.76724807737153,1,8
2018-01-28,75.39965126440799,1,8
2018-01-29,47.57905047813354,1,8
2018-01-30,57.87638425040555,1,8
2018-01-01,28.700652800397997,1,9
2018-01-02,34.4240622319676,1,9
2018-01-03,34.88738921950262,1,9
2018-01-04,38.15398390861641,1,9
2018-01-05,40.469877123894776,1,9
2018-01-06,44.34550922651661,1,9
2018-01-07,46.7856228588684,1,9
2018-01-08,29.108039637511204,1,9
2018-01-09,34.88789236235039,1,9
2018-01-10,35.41307648765193,1,9
2018-01-11,38.74669950165102,1,9
2018-01-12,41.13416458154241,1,9
2018-01-13,45.08493188894753,1,9
2018-01-14,47.60245540586474,1,9
2018-01-15,30.003013816902605,1,9
2018-01-16,35.86000516149519,1,9
2018-01-17,36.45946692838204,1,9
2018-01-18,39.862597996214745,1,9
2018-01-19,42.31291644503358,1,9
2018-01-20,46.31809422931704,1,9
2018-01-21,48.879964278731485,1,9
2018-01-22,31.31341630507778,1,9
2018-01-23,37.19074898681043,1,9
2018-01-24,37.79723838174512,1,9
2018-01-25,41.19369743761732,1,9
2018-01-26,43.62365941924336,1,9
2018-01-27,47.595225402985946,1,9
2018-01-28,50.11107095034063,1,9
2018-01-29,32.487328188104705,1,9
2018-01-30,38.2979113131306,1,9
2018-01-01,46.13143077237848,1,10
2018-01-02,54.88657870858832,1,10
2018-01-03,55.463840606620764,1,10
2018-01-04,60.09043055988215,1,10
2018-01-05,64.68063888900909,1,10
2018-01-06,68.30686385304068,1,10
2018-01-07,74.24166783434971,1,10
2018-01-08,47.08474811843697,1,10
2018-01-09,55.56877051987422,1,10
2018-01-10,55.877872532659524,1,10
2018-01-11,60.245349636462294,1,10
2018-01-12,64.59105625713794,1,10
2018-01-13,67.99234598099224,1,10
2018-01-14,73.72605382696311,1,10
2018-01-15,46.395411719819116,1,10
2018-01-16,54.73584595183263,1,10
2018-01-17,54.93346336649386,1,10
2018-01-18,59.222739478494546,1,10
2018-01-19,63.523939168118616,1,10
2018-01-20,66.91409327721759,1,10
2018-01-21,72.66903227638035,1,10
2018-01-22,45.39036619875213,1,10
2018-01-23,53.811357432737566,1,10
2018-01-24,54.11549072292671,1,10
2018-01-25,58.534251094952104,1,10
2018-01-26,62.984637792983996,1,10
2018-01-27,66.54023503141089,1,10
2018-01-28,72.47333828714783,1,10
2018-01-29,45.3820230379233,1,10
2018-01-30,53.99610044757739,1,10
2018-01-01,43.64218393295967,1,11
2018-01-02,51.36286280314762,1,11
2018-01-03,52.155342728451984,1,11
2018-01-04,55.3033615337322,1,11
2018-01-05,59.57020337010643,1,11
2018-01-06,64.43212554757113,1,11
2018-01-07,67.54948534494436,1,11
2018-01-08,42.956272341123864,1,11
2018-01-09,50.63403252490626,1,11
2018-01-10,51.41711071880583,1,11
2018-01-11,54.58925704443384,1,11
2018-01-12,58.91267812945089,1,11
2018-01-13,63.861536562785425,1,11
2018-01-14,67.09317848545452,1,11
2018-01-15,42.637791337009546,1,11
2018-01-16,50.47247383745422,1,11
2018-01-17,51.42664004070605,1,11
2018-01-18,54.77879810332752,1,11
2018-01-19,59.285779155514845,1,11
2018-01-20,64.41641439082409,1,11
2018-01-21,67.82293495505168,1,11
2018-01-22,43.530791579995935,1,11
2018-01-23,51.51287134880036,1,11
2018-01-24,52.59502924413235,1,11
2018-01-25,56.052971567494424,1,11
2018-01-26,60.641563783032716,1,11
2018-01-27,65.82855886999106,1,11
2018-01-28,69.26601957857027,1,11
2018-01-29,44.980131229076676,1,11
2018-01-30,52.94538300657517,1,11
2018-01-01,42.35586300169703,1,12
2018-01-02,50.35579373637964,1,12
2018-01-03,51.07106951057662,1,12
2018-01-04,54.673706699525326,1,12
2018-01-05,59.1436721245241,1,12
2018-01-06,62.42262587370048,1,12
2018-01-07,66.91569492486671,1,12
2018-01-08,42.048320830646894,1,12
2018-01-09,50.07739191608469,1,12
2018-01-10,50.84029724835618,1,12
2018-01-11,54.50772648443128,1,12
2018-01-12,59.057727329249204,1,12
2018-01-13,62.429541051406616,1,12
2018-01-14,67.02548089447095,1,12
2018-01-15,42.2678931365862,1,12
2018-01-16,50.410407580976205,1,12
2018-01-17,51.28711102238336,1,12
2018-01-18,55.0654641379295,1,12
2018-01-19,59.72047004397271,1,12
2018-01-20,63.18861173475374,1,12
2018-01-21,67.86982036210918,1,12
2018-01-22,43.18451165498499,1,12
2018-01-23,51.38489529957102,1,12
2018-01-24,52.304189397027315,1,12
2018-01-25,56.109559589221995,1,12
2018-01-26,60.77629081444047,1,12
2018-01-27,64.24170920934802,1,12
2018-01-28,68.90711697008688,1,12
2018-01-29,44.19477884951722,1,12
2018-01-30,52.35916695435004,1,12
2018-01-01,50.70885192198469,1,13
2018-01-02,60.732669238418424,1,13
2018-01-03,60.65407478125533,1,13
2018-01-04,63.862118585412745,1,13
2018-01-05,69.99316555510885,1,13
2018-01-06,74.58829248822688,1,13
2018-01-07,79.26163615425392,1,13
2018-01-08,50.02483672148733,1,13
2018-01-09,60.002366725648685,1,13
2018-01-10,59.909869287908734,1,13
2018-01-11,63.13736272701813,1,13
2018-01-12,69.32109325116048,1,13
2018-01-13,74.0009857917942,1,13
2018-01-14,78.78907295033564,1,13
2018-01-15,49.69404313554432,1,13
2018-01-16,59.83669429430205,1,13
2018-01-17,59.928412709417934,1,13
2018-01-18,63.35452945666432,1,13
2018-01-19,69.74633147897342,1,13
2018-01-20,74.63867257129138,1,13
2018-01-21,79.6385595787828,1,13
2018-01-22,50.749850445011475,1,13
2018-01-23,61.088846424370345,1,13
2018-01-24,61.362894298183626,1,13
2018-01-25,64.9538481047115,1,13
2018-01-26,71.49016487906222,1,13
2018-01-27,76.50457791412268,1,13
2018-01-28,81.60272176747938,1,13
2018-01-29,52.787845298141086,1,13
2018-01-30,63.176395398390014,1,13
2018-01-01,36.708233432376915,1,14
2018-01-02,42.88998148255188,1,14
2018-01-03,43.1960869892813,1,14
2018-01-04,45.82109243620317,1,14
2018-01-05,48.51538281079377,1,14
2018-01-06,53.087288889746794,1,14
2018-01-07,55.33047743548706,1,14
2018-01-08,35.716717031457144,1,14
2018-01-09,41.82660347710182,1,14
2018-01-10,42.08911480717205,1,14
2018-01-11,44.70128635883496,1,14
2018-01-12,47.415165589286715,1,14
2018-01-13,52.039886610735294,1,14
2018-01-14,54.3690527487955,1,14
2018-01-15,34.8735158018315,1,14
2018-01-16,41.13213536234518,1,14
2018-01-17,41.57138721537098,1,14
2018-01-18,44.38510972362414,1,14
2018-01-19,47.321545967871856,1,14
2018-01-20,52.18551930198271,1,14
2018-01-21,54.76592801024206,1,14
2018-01-22,35.52864487906331,1,14
2018-01-23,42.047402007476904,1,14
2018-01-24,42.74352673542451,1,14
2018-01-25,45.80581444677262,1,14
2018-01-26,48.97769292034406,1,14
2018-01-27,54.05951293051552,1,14
2018-01-28,56.83614803231019,1,14
2018-01-29,37.76998686785147,1,14
2018-01-30,44.43189617304007,1,14
2018-01-01,55.24028759633486,1,15
2018-01-02,65.71449504316752,1,15
2018-01-03,65.94347394740444,1,15
2018-01-04,71.12086683013021,1,15
2018-01-05,76.84801264170983,1,15
2018-01-06,80.93401539787445,1,15
2018-01-07,87.16946445879655,1,15
2018-01-08,54.92874323411972,1,15
2018-01-09,65.21532175555922,1,15
2018-01-10,65.29036779652134,1,15
2018-01-11,70.3509616221287,1,15
2018-01-12,76.00067908911758,1,15
2018-01-13,80.04966522048642,1,15
2018-01-14,86.28839106084979,1,15
2018-01-15,54.09002840883283,1,15
2018-01-16,64.45583494222006,1,15
2018-01-17,64.64388085549786,1,15
2018-01-18,69.847398009486,1,15
2018-01-19,75.66551183859812,1,15
2018-01-20,79.90347340675478,1,15
2018-01-21,86.3465795697836,1,15
2018-01-22,54.362711013426164,1,15
2018-01-23,64.94787601918661,1,15
2018-01-24,65.35508669915174,1,15
2018-01-25,70.77284473130919,1,15
2018-01-26,76.79599337959243,1,15
2018-01-27,81.22605032860258,1,15
2018-01-28,87.84520708854002,1,15
2018-01-29,56.01892325266944,1,15
2018-01-30,66.74150270090624,1,15
2018-01-01,14.932665617013738,1,16
2018-01-02,18.179125001431267,1,16
2018-01-03,18.246027681354846,1,16
2018-01-04,19.807398449497455,1,16
2018-01-05,21.01107786341894,1,16
2018-01-06,23.426641840630737,1,16
2018-01-07,23.6848687316034,1,16
2018-01-08,14.332328348051025,1,16
2018-01-09,17.56087092815831,1,16
2018-01-10,17.626745287457126,1,16
2018-01-11,19.20410443419035,1,16
2018-01-12,20.440469610926574,1,16
2018-01-13,22.904677351116042,1,16
2018-01-14,23.22638380047621,1,16
2018-01-15,13.950699387697528,1,16
2018-01-16,17.26773025318341,1,16
2018-01-17,17.431753983088576,1,16
2018-01-18,19.114786148094943,1,16
2018-01-19,20.462106806096696,1,16
2018-01-20,23.04026978232702,1,16
2018-01-21,23.476667280263037,1,16
2018-01-22,14.314221334648181,1,16
2018-01-23,17.74097710832383,1,16
2018-01-24,18.009324372087463,1,16
2018-01-25,19.789602688009182,1,16
2018-01-26,21.225658724084262,1,16
2018-01-27,23.882878043980906,1,16
2018-01-28,24.387763719214753,1,16
2018-01-29,15.282633331383096,1,16
2018-01-30,18.75520966964994,1,16
2018-01-01,19.91746771500401,1,17
2018-01-02,23.088385999645443,1,17
2018-01-03,24.19437174222243,1,17
2018-01-04,25.19362220176562,1,17
2018-01-05,27.80067597130385,1,17
2018-01-06,29.40071895963365,1,17
2018-01-07,31.298547327043817,1,17
2018-01-08,19.591750593564804,1,17
2018-01-09,22.74143389859689,1,17
2018-01-10,23.840048658499267,1,17
2018-01-11,24.845874069135654,1,17
2018-01-12,27.473084974087097,1,17
2018-01-13,29.106086387404176,1,17
2018-01-14,31.04851635491918,1,17
2018-01-15,19.396478969683194,1,17
2018-01-16,22.609324852959134,1,17
2018-01-17,23.777546467570687,1,17
2018-01-18,24.857328673263133,1,17
2018-01-19,27.56068791217001,1,17
2018-01-20,29.269878146036675,1,17
2018-01-21,31.28646309247668,1,17
2018-01-22,19.704614529674508,1,17
2018-01-23,22.9819520856764,1,17
2018-01-24,24.207490186596075,1,17
2018-01-25,25.33623113311316,1,17
2018-01-26,28.0793365431975,1,17
2018-01-27,29.818554455960086,1,17
2018-01-28,31.855301159026595,1,17
2018-01-29,20.283957380589513,1,17
2018-01-30,23.56269448738611,1,17
2018-01-01,51.58198413491062,1,18
2018-01-02,62.356537577804545,1,18
2018-01-03,61.54657966496222,1,18
2018-01-04,66.65741525415712,1,18
2018-01-05,72.85619986567745,1,18
2018-01-06,77.79746979745475,1,18
2018-01-07,82.62297392638885,1,18
2018-01-08,51.247150181748694,1,18
2018-01-09,61.8637449630542,1,18
2018-01-10,60.92071049471103,1,18
2018-01-11,65.92672347946053,1,18
2018-01-12,72.0513613775753,1,18
2018-01-13,76.95061572917459,1,18
2018-01-14,81.76673344186452,1,18
2018-01-15,50.413727902669464,1,18
2018-01-16,61.0840564073451,1,18
2018-01-17,60.223596536200155,1,18
2018-01-18,65.33826196403001,1,18
2018-01-19,71.59429074199824,1,18
2018-01-20,76.64388186040811,1,18
2018-01-21,81.62516719945272,1,18
2018-01-22,50.447856811586966,1,18
2018-01-23,61.30005013100644,1,18
2018-01-24,60.62334196121604,1,18
2018-01-25,65.91956018069925,1,18
2018-01-26,72.35116497605449,1,18
2018-01-27,77.56698259279932,1,18
2018-01-28,82.7022583647611,1,18
2018-01-29,51.664365157811815,1,18
2018-01-30,62.63965858149567,1,18
2018-01-01,25.24505749730047,1,19
2018-01-02,29.93121026792198,1,19
2018-01-03,30.650991238611862,1,19
2018-01-04,31.885374526523464,1,19
2018-01-05,34.206648895744664,1,19
2018-01-06,37.48996439778318,1,19
2018-01-07,39.832780669990065,1,19
2018-01-08,25.0498448915033,1,19
2018-01-09,29.71320067837994,1,19
2018-01-10,30.421261678907857,1,19
2018-01-11,31.65544226941112,1,19
2018-01-12,33.988081634092175,1,19
2018-01-13,37.29401248760289,1,19
2018-01-14,39.670041074510635,1,19
2018-01-15,24.92996513417915,1,19
2018-01-16,29.644629600915962,1,19
2018-01-17,30.411052139120066,1,19
2018-01-18,31.709109153635463,1,19
2018-01-19,34.10951675691628,1,19
2018-01-20,37.485456160238144,1,19
2018-01-21,39.93210839758708,1,19
2018-01-22,25.26172345941016,1,19
2018-01-23,30.043722156823392,1,19
2018-01-24,30.873861566032886,1,19
2018-01-25,32.23095367827362,1,19
2018-01-26,34.68487097981492,1,19
2018-01-27,38.10818794954562,1,19
2018-01-28,40.59572318517899,1,19
2018-01-29,25.959607323240316,1,19
2018-01-30,30.769375432401464,1,19
2018-01-01,29.25435551620283,1,20
2018-01-02,34.736954886819355,1,20
2018-01-03,34.97444642182893,1,20
2018-01-04,37.28866989534325,1,20
2018-01-05,39.37471220133531,1,20
2018-01-06,43.00816784737112,1,20
2018-01-07,45.95316025509028,1,20
2018-01-08,28.65285199539523,1,20
2018-01-09,34.13229922872311,1,20
2018-01-10,34.37762972858908,1,20
2018-01-11,36.71051173674454,1,20
2018-01-12,38.82557828991459,1,20
2018-01-13,42.4977312864906,1,20
2018-01-14,45.490210985888034,1,20
2018-01-15,28.245157154291014,1,20
2018-01-16,33.786515201515066,1,20
2018-01-17,34.09926481598831,1,20
2018-01-18,36.50393658670526,1,20
2018-01-19,38.69407966235788,1,20
2018-01-20,42.44360334159896,1,20
2018-01-21,45.51487717089878,1,20
2018-01-22,28.349314934237185,1,20
2018-01-23,33.97029536057762,1,20
2018-01-24,34.362396854438316,1,20
2018-01-25,36.84591185720012,1,20
2018-01-26,39.11430431406312,1,20
2018-01-27,42.94153385329708,1,20
2018-01-28,46.09013222035566,1,20
2018-01-29,29.001758536988604,1,20
2018-01-30,34.70008756531402,1,20
2018-01-01,24.09655868451719,1,21
2018-01-02,29.405219293687395,1,21
2018-01-03,28.794202623298514,1,21
2018-01-04,32.37891470438281,1,21
2018-01-05,33.925832669364894,1,21
2018-01-06,36.32820447735976,1,21
2018-01-07,38.659641105697105,1,21
2018-01-08,24.09401556146854,1,21
2018-01-09,29.33363613624492,1,21
2018-01-10,28.658895569853662,1,21
2018-01-11,32.18702466812915,1,21
2018-01-12,33.68609745717767,1,21
2018-01-13,36.05070751847475,1,21
2018-01-14,38.35554254435522,1,21
2018-01-15,23.77527164138206,1,21
2018-01-16,29.012712854730808,1,21
2018-01-17,28.34848251072486,1,21
2018-01-18,31.899754736311877,1,21
2018-01-19,33.434277944045476,1,21
2018-01-20,35.8460675312001,1,21
2018-01-21,38.209001348010226,1,21
2018-01-22,23.696731898647442,1,21
2018-01-23,29.01088212164568,1,21
2018-01-24,28.43072566793945,1,21
2018-01-25,32.07197932309845,1,21
2018-01-26,33.70085362877539,1,21
2018-01-27,36.20978021575669,1,21
2018-01-28,38.671041676227674,1,21
2018-01-29,24.25671723960666,1,21
2018-01-30,29.666910435766027,1,21
2018-01-01,49.50168607195638,1,22
2018-01-02,59.01484771136174,1,22
2018-01-03,60.153751806055624,1,22
2018-01-04,64.02525718539451,1,22
2018-01-05,68.13875081200487,1,22
2018-01-06,73.77461360068895,1,22
2018-01-07,79.39780133075136,1,22
2018-01-08,48.958492579090056,1,22
2018-01-09,58.302462310919,1,22
2018-01-10,59.306194294231474,1,22
2018-01-11,63.080123738521756,1,22
2018-01-12,67.13602019673753,1,22
2018-01-13,72.75543646671765,1,22
2018-01-14,78.40330518930558,1,22
2018-01-15,48.028633834725035,1,22
2018-01-16,57.47495466149891,1,22
2018-01-17,58.61554001716675,1,22
2018-01-18,62.5567709229437,1,22
2018-01-19,66.80566497097897,1,22
2018-01-20,72.63848482139286,1,22
2018-01-21,78.51450424177219,1,22
2018-01-22,48.37687745173812,1,22
2018-01-23,58.06326339692545,1,22
2018-01-24,59.44121046159217,1,22
2018-01-25,63.61168494108318,1,22
2018-01-26,68.07674503949954,1,22
2018-01-27,74.1082778927222,1,22
2018-01-28,80.16187333938026,1,22
2018-01-29,50.17777763910546,1,22
2018-01-30,59.99157690663017,1,22
2018-01-01,18.281455478972184,1,23
2018-01-02,22.025318493546628,1,23
2018-01-03,22.52250013205057,1,23
2018-01-04,23.711243705930293,1,23
2018-01-05,25.843888885315707,1,23
2018-01-06,28.215548490921474,1,23
2018-01-07,29.50502514907479,1,23
2018-01-08,18.741553883992943,1,23
2018-01-09,22.368431531923328,1,23
2018-01-10,22.751519343147176,1,23
2018-01-11,23.832034674125797,1,23
2018-01-12,25.864957286038223,1,23
2018-01-13,28.147652788407715,1,23
2018-01-14,29.36074790661209,1,23
2018-01-15,18.534844475913395,1,23
2018-01-16,22.114133518846792,1,23
2018-01-17,22.464895880659785,1,23
2018-01-18,23.528305069593387,1,23
2018-01-19,25.558857211414505,1,23
2018-01-20,27.853029717340696,1,23
2018-01-21,29.090202102818147,1,23
2018-01-22,18.299424352601385,1,23
2018-01-23,21.923092461864155,1,23
2018-01-24,22.325515728990908,1,23
2018-01-25,23.445789432218472,1,23
2018-01-26,25.536295724646344,1,23
2018-01-27,27.89143227178485,1,23
2018-01-28,29.188600049594186,1,23
2018-01-29,18.455033793405676,1,23
2018-01-30,22.131532985491503,1,23
2018-01-01,37.450060868764965,1,24
2018-01-02,45.73777533162206,1,24
2018-01-03,45.789660492204774,1,24
2018-01-04,49.47333105753954,1,24
2018-01-05,53.97929205923393,1,24
2018-01-06,57.605136364796685,1,24
2018-01-07,62.288078934376195,1,24
2018-01-08,38.39564380376925,1,24
2018-01-09,46.76835056262837,1,24
2018-01-10,46.89478171034724,1,24
2018-01-11,50.64103788898684,1,24
2018-01-12,55.19619556438796,1,24
2018-01-13,58.85657965666613,1,24
2018-01-14,63.5583690049366,1,24
2018-01-15,39.66834803176066,1,24
2018-01-16,48.02664898267432,1,24
2018-01-17,48.12186403118319,1,24
2018-01-18,51.82053251952961,1,24
2018-01-19,56.312616598856245,1,24
2018-01-20,59.89577692033771,1,24
2018-01-21,64.5079659005419,1,24
2018-01-22,40.51815205997046,1,24
2018-01-23,48.76902043855101,1,24
2018-01-24,48.7520294761955,1,24
2018-01-25,52.33683116693325,1,24
2018-01-26,56.71666967584335,1,24
2018-01-27,60.192572328672334,1,24
2018-01-28,64.70585301218782,1,24
2018-01-29,40.62874418544399,1,24
2018-01-30,48.80700530127922,1,24
2018-01-01,48.33111870309192,1,25
2018-01-02,58.68554212556122,1,25
2018-01-03,57.821453808568464,1,25
2018-01-04,62.40773917778592,1,25
2018-01-05,66.86145990797391,1,25
2018-01-06,71.64238091536126,1,25
2018-01-07,77.4555787326551,1,25
2018-01-08,47.63477263426075,1,25
2018-01-09,57.94831389912244,1,25
2018-01-10,57.068964431779186,1,25
2018-01-11,61.665902271032294,1,25
2018-01-12,66.15560725733755,1,25
2018-01-13,70.9964553503421,1,25
2018-01-14,76.89141585841146,1,25
2018-01-15,47.17148964638982,1,25
